oeyvgadt.pb;com.Video_Mobile_VM.Barnamaj_Damj_Sowar;tensorflow;IMAGE;input_1;deprocess_stylized_image_1/mul
onet.tflite;com.cmkk.medicaldictionary;tflite;IMAGE;;
onet.tflite;com.qiyi.video_2019-07-11;tflite;IMAGE;;
optimized_facenet.pb;ch.zhaw.facerecognition;tensorflow;IMAGE;input;InceptionResnetV1/Block8/Branch_0/Conv2d_1x1/BatchNorm/batchnorm/sub/_376__cf__376
optimized_graph_datebox.pb;ir.nasim_2019-04-27;tensorflow;IMAGE;image_tensor;stack
optimized_graph.pb;ir.nasim_2019-04-27;tensorflow;IMAGE;image_tensor;stack
optimized_inference_graph.pb;ai.fritz.heartbeat_2019-04-25;tflite;IMAGE;Preprocessor/sub;concat_1
optimized_nudity_graph.tflite;co.babypenguin.androidlive;tflite;IMAGE;;
palm_recog_224_1_1_optimized(2).pb;com.horoscope.palmmaster;tensorflow;IMAGE;input_1;conv1_bn/cond/Switch_1
palm_recog_224_1_1_optimized(2).pb;com.horoscope.palmmaster;tensorflow;IMAGE;input_1;conv1_bn/cond/Switch_1
palm_recog_224_1_1.pb;faceapp.facemystery.learnmoreaboutyourself;tensorflow;IMAGE;input_1;output_0
pencil1-v7-rect.pb;com.droid8studio.sketch.photo;tensorflow;IMAGE;deepsketch/input;deepsketch/output
pencil1-v7-rect.pb;com.infixtools.sketchphotomaker.pencil.sketch;tensorflow;IMAGE;deepsketch/input;deepsketch/output
pencil1-v7-square.pb;com.droid8studio.sketch.photo;tensorflow;IMAGE;deepsketch/input;deepsketch/output
pencil1-v7-square.pb;com.infixtools.sketchphotomaker.pencil.sketch;tensorflow;IMAGE;deepsketch/input;deepsketch/output
people_hq_384x384_1_1543961960_optimized.pb;com.peace.SilentCamera;tensorflow;IMAGE;input_1;sub24_cff_proj_bn/FusedBatchNorm_1
phone_graph_with_var.pb;com.shensz.teacher_10000071;tensorflow;IMAGE;;
